,City,Latitude,Longitude,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Country,Date
348,dunedin,-45.87,170.5,46.004000000000055,88.0,10.0,1.51,NZ,06/23/2020
349,general roca,-39.03,-67.58,53.6,54.0,75.0,2.1,AR,06/23/2020
350,wana,32.3,69.57,87.38600000000007,21.0,0.0,2.41,PK,06/23/2020
351,nipawin,53.37,-104.0,77.0,31.0,1.0,2.1,CA,06/23/2020
353,berlevag,70.86,29.09,42.8,81.0,0.0,7.7,NO,06/23/2020
354,flores,16.92,-89.9,93.02000000000007,46.0,12.0,2.92,GT,06/23/2020
355,lysva,58.11,57.81,51.044000000000075,95.0,100.0,1.45,RU,06/23/2020
356,okha,53.57,142.95,42.11600000000001,96.0,100.0,3.59,RU,06/23/2020
357,viedma,-40.81,-63.0,56.08399999999999,37.0,0.0,5.91,AR,06/23/2020
358,suamico,44.63,-88.04,73.4,53.0,40.0,6.7,US,06/23/2020
359,jiwani,25.05,61.74,85.28000000000004,77.0,0.0,1.49,PK,06/23/2020
360,dehloran,32.69,47.27,96.15200000000007,10.0,0.0,2.71,IR,06/23/2020
361,saint george,37.1,-113.58,98.99600000000005,13.0,1.0,2.8,US,06/23/2020
362,ugoofaaru,5.67,73.0,84.00200000000008,78.0,95.0,6.31,MV,06/23/2020
363,srandakan,-7.94,110.25,77.108,86.0,25.0,4.57,ID,06/23/2020
364,gat,31.61,34.76,77.0,77.0,0.0,3.57,IL,06/23/2020
365,shitanjing,39.23,106.34,73.00400000000005,27.0,14.0,3.72,CN,06/23/2020
366,shimoda,34.67,138.95,64.00400000000005,95.0,100.0,6.65,JP,06/23/2020
367,kahului,20.89,-156.47,82.4,58.0,40.0,6.7,US,06/23/2020
368,pochutla,15.74,-96.47,84.2,70.0,90.0,3.27,MX,06/23/2020
369,hofn,64.25,-15.21,50.46800000000009,91.0,100.0,5.96,IS,06/23/2020
371,salinopolis,-0.61,-47.36,82.20200000000008,79.0,100.0,2.96,BR,06/23/2020
372,west wendover,40.74,-114.07,82.4,20.0,1.0,3.6,US,06/23/2020
373,laguna,38.42,-121.42,86.0,44.0,1.0,2.15,US,06/23/2020
374,port-gentil,-0.72,8.78,75.2,94.0,40.0,5.1,GA,06/23/2020
375,hambantota,6.12,81.12,80.6,88.0,20.0,1.0,LK,06/23/2020
376,kushmurun,52.45,64.63,55.148000000000025,62.0,12.0,2.19,KZ,06/23/2020
378,atambua,-9.11,124.89,67.98200000000001,86.0,1.0,2.69,ID,06/23/2020
379,ewa beach,21.32,-158.01,78.8,65.0,1.0,2.1,US,06/23/2020
380,balkanabat,39.51,54.37,87.42200000000004,16.0,0.0,2.09,TM,06/23/2020
381,caibiran,11.57,124.58,79.88000000000004,81.0,100.0,3.18,PH,06/23/2020
382,banjar,-8.19,114.97,80.6,100.0,75.0,3.6,ID,06/23/2020
383,caborca,30.58,-111.1,98.99600000000005,19.0,0.0,0.45,MX,06/23/2020
384,bayonet point,28.33,-82.68,93.00200000000008,63.0,6.0,0.89,US,06/23/2020
386,poum,-20.23,164.02,73.70600000000003,74.0,17.0,6.43,NC,06/23/2020
387,sola,-13.88,167.55,81.158,80.0,0.0,2.75,VU,06/23/2020
388,willowmore,-33.29,23.49,57.34400000000007,34.0,0.0,4.43,ZA,06/23/2020
389,touros,-5.2,-35.46,82.4,69.0,40.0,3.6,BR,06/23/2020
390,sechura,-5.56,-80.82,76.85600000000002,55.0,15.0,6.68,PE,06/23/2020
391,coquimbo,-29.95,-71.34,55.4,93.0,90.0,0.59,CL,06/23/2020
392,boende,-0.22,20.87,77.99000000000002,68.0,73.0,1.21,CD,06/23/2020
393,clyde river,70.47,-68.59,41.0,86.0,90.0,4.6,CA,06/23/2020
394,gao,16.64,1.64,100.85,11.0,0.0,3.87,ML,06/23/2020
395,pozo colorado,-23.49,-58.8,89.58200000000002,35.0,0.0,7.54,PY,06/23/2020
396,iskateley,67.68,53.15,39.07400000000001,83.0,100.0,4.68,RU,06/23/2020
397,hervey bay,-25.3,152.85,53.00600000000003,63.0,0.0,1.79,AU,06/23/2020
398,alghero,40.56,8.32,80.6,51.0,0.0,1.0,IT,06/23/2020
399,chuy,-33.7,-53.46,69.20600000000003,85.0,85.0,3.71,UY,06/23/2020
401,bousso,10.48,16.71,92.53399999999999,33.0,92.0,1.55,TD,06/23/2020
402,fort wellington,6.4,-57.6,81.842,73.0,100.0,5.25,GY,06/23/2020
403,correntina,-13.34,-44.64,81.69800000000002,49.0,53.0,2.81,BR,06/23/2020
404,tambura,5.6,27.47,71.18600000000006,92.0,94.0,1.59,SS,06/23/2020
405,sistranda,63.73,8.83,60.8,77.0,75.0,3.1,NO,06/23/2020
406,russell,32.35,-85.2,89.6,52.0,75.0,4.6,US,06/23/2020
407,graneros,-34.07,-70.73,53.6,71.0,75.0,7.2,CL,06/23/2020
408,manggar,-2.88,108.27,80.67200000000004,83.0,100.0,5.08,ID,06/23/2020
409,meulaboh,4.14,96.13,75.36200000000005,79.0,90.0,1.53,ID,06/23/2020
410,dharchula,29.85,80.53,70.12400000000001,73.0,73.0,0.62,IN,06/23/2020
411,sompeta,18.93,84.6,83.89400000000008,77.0,6.0,3.64,IN,06/23/2020
412,brownsville,25.9,-97.5,91.99400000000007,59.0,40.0,6.7,US,06/23/2020
413,korla,41.76,86.15,82.47200000000004,16.0,100.0,9.28,CN,06/23/2020
414,ortona,42.35,14.4,77.0,47.0,0.0,3.1,IT,06/23/2020
415,colac,-38.33,143.58,48.00200000000008,99.0,13.0,0.71,AU,06/23/2020
417,yulara,-25.24,130.99,37.4,59.0,0.0,2.1,AU,06/23/2020
418,mercedes,-34.65,-59.43,57.00200000000008,92.0,100.0,0.89,AR,06/23/2020
419,lensk,60.73,114.93,51.47600000000009,92.0,23.0,0.97,RU,06/23/2020
420,panaba,21.28,-88.27,91.49000000000002,59.0,100.0,4.65,MX,06/23/2020
421,tyukalinsk,55.87,72.2,48.092,89.0,0.0,3.2,RU,06/23/2020
422,krasnyy yar,46.53,48.35,75.00200000000008,46.0,0.0,1.0,RU,06/23/2020
423,caranguejeira,39.75,-8.71,64.99400000000007,88.0,90.0,4.6,PT,06/23/2020
424,hakkari,37.58,44.17,58.11800000000009,44.0,0.0,1.42,TR,06/23/2020
425,pasighat,28.07,95.33,77.97200000000004,85.0,100.0,1.13,IN,06/23/2020
426,ostrovnoy,68.05,39.51,40.17200000000004,75.0,100.0,6.55,RU,06/23/2020
427,vanavara,60.34,102.28,58.55,84.0,0.0,1.28,RU,06/23/2020
428,alenquer,-1.94,-54.74,89.6,59.0,20.0,3.6,BR,06/23/2020
429,isla mujeres,21.23,-86.73,87.8,70.0,75.0,4.1,MX,06/23/2020
430,kungur,57.44,56.96,53.24000000000002,91.0,82.0,4.91,RU,06/23/2020
431,saint-pierre,-21.34,55.48,69.8,77.0,0.0,3.6,RE,06/23/2020
432,fier,40.72,19.56,68.48600000000008,84.0,1.0,0.32,AL,06/23/2020
433,beringovskiy,63.05,179.32,37.958000000000006,77.0,100.0,1.13,RU,06/23/2020
434,prescott,34.54,-112.47,91.99400000000007,10.0,1.0,4.78,US,06/23/2020
436,gaya,24.78,85.0,84.2,79.0,75.0,2.1,IN,06/23/2020
437,sinegorye,62.08,150.48,62.708000000000006,64.0,12.0,0.41,RU,06/23/2020
438,bowen,-20.02,148.23,59.0,93.0,0.0,3.1,AU,06/23/2020
440,visby,57.64,18.3,69.99800000000002,55.0,0.0,2.1,SE,06/23/2020
441,marsh harbour,26.54,-77.06,83.55200000000008,76.0,50.0,4.08,BS,06/23/2020
442,pisco,-13.7,-76.22,66.00200000000008,82.0,75.0,4.6,PE,06/23/2020
443,pangnirtung,66.15,-65.71,41.0,93.0,90.0,2.6,CA,06/23/2020
444,kempele,64.91,25.5,66.2,63.0,0.0,2.6,FI,06/23/2020
445,rovaniemi,66.5,25.72,73.4,31.0,0.0,2.6,FI,06/23/2020
446,kabinda,-6.13,24.48,73.63399999999999,38.0,0.0,1.26,CD,06/23/2020
447,ixtapa,20.7,-105.2,87.99800000000002,66.0,40.0,4.6,MX,06/23/2020
448,bathsheba,13.22,-59.52,86.0,70.0,20.0,10.3,BB,06/23/2020
449,lorengau,-2.02,147.27,80.69000000000003,79.0,77.0,0.82,PG,06/23/2020
450,nouadhibou,20.93,-17.03,75.2,69.0,0.0,8.7,MR,06/23/2020
451,eureka,40.8,-124.16,71.99600000000005,16.0,1.0,0.45,US,06/23/2020
452,zarand,30.81,56.56,80.83399999999999,16.0,0.0,4.36,IR,06/23/2020
454,shelburne,44.08,-80.2,69.00800000000001,94.0,90.0,4.6,CA,06/23/2020
456,woodward,36.43,-99.39,82.99400000000007,41.0,1.0,2.6,US,06/23/2020
457,walvis bay,-22.96,14.51,75.2,30.0,0.0,5.1,NA,06/23/2020
458,sakaiminato,35.55,133.23,64.4,88.0,20.0,0.5,JP,06/23/2020
459,mana,5.66,-53.78,78.72800000000007,90.0,98.0,4.99,GF,06/23/2020
461,gerede,40.8,32.2,53.81600000000001,89.0,25.0,1.34,TR,06/23/2020
462,maneadero,31.72,-116.57,71.00600000000003,82.0,25.0,1.79,MX,06/23/2020
463,bulgan,48.81,103.53,50.73800000000004,87.0,96.0,3.27,MN,06/23/2020
464,ayagoz,47.97,80.44,61.37600000000009,37.0,98.0,1.87,KZ,06/23/2020
465,worcester,42.33,-71.83,87.99800000000002,51.0,20.0,6.7,US,06/23/2020
467,bowmore,34.94,-79.3,86.0,58.0,40.0,5.7,US,06/23/2020
468,kokuy,52.2,117.55,55.4,75.0,82.0,0.93,RU,06/23/2020
469,cayenne,4.93,-52.33,86.0,66.0,99.0,1.0,GF,06/23/2020
470,anchorage,61.22,-149.9,57.2,62.0,75.0,2.1,US,06/23/2020
472,arona,28.1,-16.68,78.00800000000001,61.0,20.0,11.8,ES,06/23/2020
473,porosozero,62.72,32.73,56.75,60.0,0.0,2.81,RU,06/23/2020
474,kushiro,42.98,144.37,52.610000000000085,92.0,99.0,4.22,JP,06/23/2020
475,fortuna,40.6,-124.16,64.4,72.0,40.0,5.1,US,06/23/2020
476,herat,34.5,62.0,82.4,24.0,0.0,5.1,AF,06/23/2020
477,sainte-marie,-20.9,55.55,69.8,73.0,0.0,5.1,RE,06/23/2020
478,victoria,22.29,114.16,86.0,74.0,100.0,4.02,HK,06/23/2020
479,sehithwa,-20.47,22.72,56.641999999999996,36.0,0.0,3.2,BW,06/23/2020
480,voi,-3.39,38.56,70.73600000000008,76.0,10.0,4.6,KE,06/23/2020
481,gobabis,-22.45,18.97,59.0,24.0,0.0,1.0,NA,06/23/2020
482,fort saint james,54.43,-124.25,66.308,42.0,72.0,3.46,CA,06/23/2020
483,mbanza-ngungu,-5.25,14.87,71.88800000000005,47.0,0.0,0.51,CD,06/23/2020
484,quilali,13.57,-86.03,77.0,78.0,75.0,3.1,NI,06/23/2020
486,latung,5.5,120.88,83.67800000000007,73.0,39.0,1.94,PH,06/23/2020
487,pallasovka,50.05,46.88,67.46000000000008,40.0,32.0,4.07,RU,06/23/2020
488,payson,40.04,-111.73,77.0,31.0,20.0,1.5,US,06/23/2020
489,mackay,-21.15,149.2,46.4,93.0,0.0,2.6,AU,06/23/2020
490,newport,51.59,-3.0,75.00200000000008,56.0,0.0,3.6,GB,06/23/2020
491,pangody,65.85,74.49,46.58000000000004,69.0,21.0,0.93,RU,06/23/2020
492,namatanai,-3.67,152.43,80.33000000000004,79.0,14.0,2.59,PG,06/23/2020
493,kavaratti,10.57,72.64,84.21800000000009,77.0,97.0,6.9,IN,06/23/2020
494,mvuma,-19.28,30.53,49.352000000000075,67.0,0.0,3.08,ZW,06/23/2020
495,tyumentsevo,53.32,81.5,59.81000000000008,80.0,77.0,2.32,RU,06/23/2020
496,mnogovershinnyy,53.94,139.92,39.70400000000005,99.0,1.0,1.05,RU,06/23/2020
497,coihaique,-45.58,-72.07,32.0,78.0,75.0,2.6,CL,06/23/2020
498,alexandria,31.22,29.96,74.60600000000002,75.0,0.0,5.73,EG,06/23/2020
499,najran,17.49,44.13,86.0,23.0,100.0,2.6,SA,06/23/2020
500,pontianak,-0.03,109.33,76.40600000000003,91.0,100.0,1.5,ID,06/23/2020
501,namibe,-15.2,12.15,69.44000000000003,83.0,0.0,0.74,AO,06/23/2020
502,ailigandi,9.23,-78.02,83.516,79.0,100.0,2.0,PA,06/23/2020
503,quatre cocos,-20.21,57.76,71.6,83.0,75.0,3.6,MU,06/23/2020
504,weligama,5.97,80.42,79.89800000000002,87.0,99.0,3.3,LK,06/23/2020
505,victor harbor,-35.57,138.62,48.00200000000008,95.0,91.0,1.95,AU,06/23/2020
506,mango,27.98,-82.31,96.00800000000001,63.0,40.0,3.6,US,06/23/2020
507,talnakh,69.49,88.4,53.6,76.0,0.0,4.0,RU,06/23/2020
508,port hardy,50.7,-127.42,55.4,100.0,90.0,1.0,CA,06/23/2020
509,riverton,40.52,-111.94,82.99400000000007,28.0,1.0,2.1,US,06/23/2020
510,asfi,32.3,-9.24,70.53800000000004,86.0,56.0,3.42,MA,06/23/2020
511,raudeberg,61.99,5.14,60.998000000000026,91.0,100.0,5.19,NO,06/23/2020
512,rincon,32.3,-81.24,89.99600000000005,66.0,75.0,4.6,US,06/23/2020
513,miami,25.77,-80.19,93.99199999999999,52.0,40.0,4.6,US,06/23/2020
514,lata,40.16,-8.33,78.00800000000001,61.0,0.0,3.13,PT,06/23/2020
515,xining,36.62,101.77,52.10600000000003,55.0,0.0,1.58,CN,06/23/2020
516,agadez,19.75,10.25,89.06000000000009,11.0,0.0,1.34,NE,06/23/2020
517,klaksvik,62.23,-6.59,51.8,87.0,0.0,7.7,FO,06/23/2020
518,portland,45.52,-122.68,82.00400000000005,41.0,1.0,3.1,US,06/23/2020
519,lobito,-12.35,13.55,72.37400000000001,79.0,0.0,1.96,AO,06/23/2020
521,chauk,20.88,94.82,85.60400000000006,64.0,100.0,5.05,MM,06/23/2020
522,borzya,50.38,116.52,53.65400000000005,87.0,10.0,4.07,RU,06/23/2020
525,santa maria,-29.68,-53.81,86.0,42.0,40.0,4.1,BR,06/23/2020
526,liverpool,53.41,-2.98,78.00800000000001,56.0,10.0,6.2,GB,06/23/2020
527,teberda,43.45,41.74,57.32600000000009,60.0,0.0,3.11,RU,06/23/2020
528,wukari,7.85,9.78,78.11600000000001,81.0,100.0,1.66,NG,06/23/2020
529,waipawa,-41.41,175.52,42.998000000000026,100.0,9.0,1.0,NZ,06/23/2020
531,lavrentiya,65.58,-171.0,39.77600000000009,71.0,100.0,4.03,RU,06/23/2020
533,almeria,37.17,-2.33,86.0,37.0,0.0,12.9,ES,06/23/2020
534,corn island,12.17,-83.04,83.04800000000003,82.0,79.0,8.39,NI,06/23/2020
535,lagoa,39.05,-27.98,61.483999999999995,68.0,55.0,6.5,PT,06/23/2020
536,north bend,43.41,-124.22,75.00200000000008,72.0,1.0,2.6,US,06/23/2020
537,anjozorobe,-18.4,47.87,62.6,82.0,75.0,2.6,MG,06/23/2020
538,jiaocheng,24.68,116.14,78.89000000000001,85.0,100.0,0.84,CN,06/23/2020
539,guerrero negro,27.98,-114.06,74.12000000000006,55.0,24.0,5.65,MX,06/23/2020
540,chicama,-7.84,-79.15,72.5,59.0,60.0,4.66,PE,06/23/2020
541,kismayo,-0.36,42.55,78.71000000000008,82.0,96.0,8.11,SO,06/23/2020
542,anloga,5.79,0.9,80.6,83.0,20.0,4.6,GH,06/23/2020
543,muzhi,65.37,64.67,45.391999999999996,84.0,43.0,1.14,RU,06/23/2020
544,lufilufi,-13.87,-171.6,77.0,94.0,40.0,1.5,WS,06/23/2020
545,khasan,42.43,130.64,59.93600000000007,92.0,100.0,2.88,RU,06/23/2020
546,nortelandia,-14.45,-56.8,90.44600000000005,28.0,81.0,2.5,BR,06/23/2020
547,port moresby,-9.44,147.18,74.69600000000005,92.0,23.0,1.79,PG,06/23/2020
548,shaowu,27.34,117.48,77.36000000000008,87.0,100.0,1.16,CN,06/23/2020
550,elizabeth city,36.29,-76.25,89.6,62.0,1.0,5.1,US,06/23/2020
551,lady frere,-31.7,27.23,50.25200000000008,43.0,0.0,3.68,ZA,06/23/2020
552,lappeenranta,61.06,28.19,73.4,43.0,0.0,2.6,FI,06/23/2020
553,kwinana,-32.25,115.77,60.008,71.0,40.0,3.1,AU,06/23/2020
554,ligatne,57.23,25.04,71.00600000000003,60.0,43.0,0.45,LV,06/23/2020
555,gornopravdinsk,60.05,69.9,50.61200000000006,83.0,100.0,2.12,RU,06/23/2020
556,svolvaer,68.23,14.57,64.4,63.0,99.0,1.5,NO,06/23/2020
557,ishigaki,24.34,124.16,83.35400000000006,89.0,100.0,5.99,JP,06/23/2020
558,mujiayingzi,42.12,118.78,65.10200000000007,80.0,94.0,1.19,CN,06/23/2020
559,plettenberg bay,-34.05,23.37,60.09800000000003,58.0,2.0,1.32,ZA,06/23/2020
560,nueve de julio,-35.44,-60.88,56.174000000000014,62.0,100.0,3.76,AR,06/23/2020
561,honningsvag,70.98,25.97,44.6,87.0,92.0,2.6,NO,06/23/2020
562,avera,33.19,-82.53,87.00800000000001,58.0,75.0,5.7,US,06/23/2020
563,yurga,55.72,84.89,58.64000000000002,88.0,100.0,0.95,RU,06/23/2020
564,nuuk,64.18,-51.72,51.8,43.0,20.0,3.1,GL,06/23/2020
565,sioux lookout,50.1,-91.92,66.2,45.0,75.0,4.1,CA,06/23/2020
566,dzhebariki-khaya,62.22,135.8,56.372000000000035,92.0,5.0,1.77,RU,06/23/2020
567,necochea,-38.55,-58.74,55.004000000000055,93.0,100.0,1.79,AR,06/23/2020
568,ormara,25.21,64.64,85.55,79.0,0.0,2.2,PK,06/23/2020
569,paramonga,-10.67,-77.83,66.61400000000003,71.0,18.0,4.85,PE,06/23/2020
570,mongoumba,3.64,18.59,74.49800000000002,84.0,97.0,0.78,CF,06/23/2020
571,troitskoye,52.98,84.68,57.90200000000008,88.0,100.0,1.56,RU,06/23/2020
572,poronaysk,49.22,143.12,46.274000000000015,96.0,100.0,1.74,RU,06/23/2020
573,shetpe,44.17,52.12,78.13399999999999,25.0,0.0,4.21,KZ,06/23/2020
575,moose factory,51.26,-80.61,57.2,71.0,1.0,3.6,CA,06/23/2020
576,visconde do rio branco,-21.01,-42.84,75.21800000000009,56.0,100.0,0.22,BR,06/23/2020
577,saint-michel-des-saints,46.68,-73.92,77.0,7.0,95.0,1.34,CA,06/23/2020
578,lovington,32.94,-103.35,86.0,39.0,5.0,4.1,US,06/23/2020
579,caarapo,-22.63,-54.82,81.68000000000004,42.0,0.0,4.67,BR,06/23/2020
581,bandarbeyla,9.49,50.81,80.79800000000003,76.0,57.0,13.75,SO,06/23/2020
582,pitimbu,-7.47,-34.81,84.2,62.0,20.0,6.7,BR,06/23/2020
583,kulotino,58.45,33.38,59.846000000000046,63.0,0.0,1.89,RU,06/23/2020
584,isla vista,34.41,-119.86,78.00800000000001,82.0,90.0,4.1,US,06/23/2020
585,nigran,42.14,-8.81,77.0,57.0,6.0,2.6,ES,06/23/2020
586,cabedelo,-6.98,-34.83,84.2,62.0,20.0,6.7,BR,06/23/2020
587,daye,30.08,114.95,74.46200000000006,91.0,100.0,1.55,CN,06/23/2020
588,piney green,34.72,-77.32,91.00400000000005,55.0,75.0,3.6,US,06/23/2020
589,lakatoro,-16.1,167.42,73.4,100.0,40.0,2.78,VU,06/23/2020
590,calama,-22.47,-68.93,68.0,9.0,0.0,9.3,CL,06/23/2020
